Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
Minority Business Specialist 1,109027,18,"Corrections and Community Supervision, Department of ",08/21/22,"[<a href=""vacancyDetailsView.cfm?id=109027"">Minority Business Specialist 1</a>]"
"Clinical Director, Psychiatric Center, Central New York Psychiatric Center, P22863",109031,668,"Mental Health, Office of",08/23/22,"[<a href=""vacancyDetailsView.cfm?id=109031"">Clinical Director, Psychiatric Center, Central New York Psychiatric Center, P22863</a>]"
Examinations Manager,109034,31,"Financial Services, Department of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109034"">Examinations Manager</a>]"
Maintenance Assistant (Seasonal),109037,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109037"">Maintenance Assistant (Seasonal)</a>]"
Maintenance Assistant (Seasonal) - 2 positions ,109038,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109038"">Maintenance Assistant (Seasonal) - 2 positions </a>]"
Addictions Counselor 3 (Kingsboro Addiction Treatment Center),109039,21,"Addiction Services and Supports, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109039"">Addictions Counselor 3 (Kingsboro Addiction Treatment Center)</a>]"
Maintenance Assistant (Seasonal),109040,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109040"">Maintenance Assistant (Seasonal)</a>]"
Maintenance Assistant (Seasonal),109043,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109043"">Maintenance Assistant (Seasonal)</a>]"
Maintenance Assistant (Seasonal),109045,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109045"">Maintenance Assistant (Seasonal)</a>]"
Medicaid Redesign Analyst 1(Trainee 1/Trainee 2) - 99373,109046,18,"Health, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=109046"">Medicaid Redesign Analyst 1(Trainee 1/Trainee 2) - 99373</a>]"
"Project Coordinator - Transportation Electrification, NS=M4",109047,NS,"Public Service, Department of ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109047"">Project Coordinator - Transportation Electrification, NS=M4</a>]"
Medicaid Redesign Analyst 1(Trainee 1/Trainee 2) - 99393,109049,18,"Health, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=109049"">Medicaid Redesign Analyst 1(Trainee 1/Trainee 2) - 99393</a>]"
Maintenance Assistant (Seasonal),109050,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109050"">Maintenance Assistant (Seasonal)</a>]"
Auditor 1,109051,18,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109051"">Auditor 1</a>]"
Auditor 1,109053,18,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109053"">Auditor 1</a>]"
"Auditor 1, Auditor Trainee 1, Box PIMS-547/00819",109054,18,"Education Department, State",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109054"">Auditor 1, Auditor Trainee 1, Box PIMS-547/00819</a>]"
Maintenance Assistant (Hourly) - St. Lawrence ATC,109056,Hourly,"Addiction Services and Supports, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109056"">Maintenance Assistant (Hourly) - St. Lawrence ATC</a>]"
Nurse 2 Psychiatric or Nurse 1 - (Russell E. Blaisdell ATC),109058,16,"Addiction Services and Supports, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109058"">Nurse 2 Psychiatric or Nurse 1 - (Russell E. Blaisdell ATC)</a>]"
Maintenance Assistant (Seasonal),109059,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109059"">Maintenance Assistant (Seasonal)</a>]"
Hospital Nursing Services Consultant - 59689,109060,22,"Health, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109060"">Hospital Nursing Services Consultant - 59689</a>]"
Administrative Assistant 1,109062,11,"People With Developmental Disabilities, Office for",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109062"">Administrative Assistant 1</a>]"
Community Health Program Manager 3 - 32634,109063,664,"Health, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109063"">Community Health Program Manager 3 - 32634</a>]"
Senior Accountant/ Senior Accountant Trainee 1/2,109065,18,"Children & Family Services, Office of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109065"">Senior Accountant/ Senior Accountant Trainee 1/2</a>]"
Program Research Specialist 2 (Public Health) or Trainee 1 - 23580,109070,18,"Health, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109070"">Program Research Specialist 2 (Public Health) or Trainee 1 - 23580</a>]"
Administrative Specialist 1,109072,18,"General Services, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109072"">Administrative Specialist 1</a>]"
Community & Regional Banks Team Leader,109074,33,"Financial Services, Department of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109074"">Community &amp; Regional Banks Team Leader</a>]"
"Equal Opportunity Specialist 3, Central Office;",109075,661,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109075"">Equal Opportunity Specialist 3, Central Office;</a>]"
Trades Specialist-Plumber and Steamfitter - Montrose,109076,12,"Health, Department of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109076"">Trades Specialist-Plumber and Steamfitter - Montrose</a>]"
Contract Management Specialist 2,109080,23,"Transportation, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109080"">Contract Management Specialist 2</a>]"
"Mental Hygiene Program Evaluation Specialist 2, New York State Psychiatric Institute, P22128",109084,18,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109084"">Mental Hygiene Program Evaluation Specialist 2, New York State Psychiatric Institute, P22128</a>]"
Labor Services Representative Spanish Language/ Trainee 1/2 (Hourly)- Bronx,109085,16,"Labor, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109085"">Labor Services Representative Spanish Language/ Trainee 1/2 (Hourly)- Bronx</a>]"
Service and Repair Assistant (Motor Equipment) (Seasonal),109086,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109086"">Service and Repair Assistant (Motor Equipment) (Seasonal)</a>]"
"Licensed Master Social Worker 2, Hutchings Psychiatric Center, Outpatient, P23129",109087,20,"Mental Health, Office of",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109087"">Licensed Master Social Worker 2, Hutchings Psychiatric Center, Outpatient, P23129</a>]"
Information Technology Specialist 3 (Information Security),109089,23,Thruway Authority,08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109089"">Information Technology Specialist 3 (Information Security)</a>]"
Accountant- Accounts Payable ,109090,NS,DASNY - Dormitory Authority of the State of New York,08/18/22,"[<a href=""vacancyDetailsView.cfm?id=109090"">Accountant- Accounts Payable </a>]"
"Licensed Master Social Worker 1, Hutchings Psychiatric Center, P23130",109091,18,"Mental Health, Office of",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109091"">Licensed Master Social Worker 1, Hutchings Psychiatric Center, P23130</a>]"
Chief Actuary – Workers’ Compensation Reserve Unit,109092,NS,"Insurance Fund, State ",08/21/22,"[<a href=""vacancyDetailsView.cfm?id=109092"">Chief Actuary – Workers’ Compensation Reserve Unit</a>]"
Labor Services Representative/Trainee 1/2 (Hourly) - Bronx,109093,NS,"Labor, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109093"">Labor Services Representative/Trainee 1/2 (Hourly) - Bronx</a>]"
Information Technology Specialist 3 (Information Security),109094,23,Thruway Authority,08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109094"">Information Technology Specialist 3 (Information Security)</a>]"
Radio Dispatcher,109097,12,Thruway Authority,08/15/22,"[<a href=""vacancyDetailsView.cfm?id=109097"">Radio Dispatcher</a>]"
Licensed Master Social Worker 2,109098,20,"Children & Family Services, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109098"">Licensed Master Social Worker 2</a>]"
Addictions Program Specialist 2 - New York City Regional Office,109100,23,"Addiction Services and Supports, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109100"">Addictions Program Specialist 2 - New York City Regional Office</a>]"
Labor Services Representative/Trainee 1/2 (Hourly) - Albany,109101,NS,"Labor, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109101"">Labor Services Representative/Trainee 1/2 (Hourly) - Albany</a>]"
"Hospital Nursing Services Consultant (Nursing Home Program) - 59541, 48632, 87509",109105,22,"Health, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109105"">Hospital Nursing Services Consultant (Nursing Home Program) - 59541, 48632, 87509</a>]"
Youth Support Specialist (Perm),109109,14,"Children & Family Services, Office of ",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=109109"">Youth Support Specialist (Perm)</a>]"
Youth Support Specialist (Hourly),109112,NS,"Children & Family Services, Office of ",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=109112"">Youth Support Specialist (Hourly)</a>]"
Research Scientist 1 ,109116,18,"Environmental Conservation, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109116"">Research Scientist 1 </a>]"
"Equal Opportunity Specialist 1, Box EXEC-117/46024",109117,18,"Education Department, State",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109117"">Equal Opportunity Specialist 1, Box EXEC-117/46024</a>]"
Research Scientist 1 ,109120,18,"Environmental Conservation, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109120"">Research Scientist 1 </a>]"
Unit Chief (Director Financial Services Programs 2),109124,33,"Financial Services, Department of",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109124"">Unit Chief (Director Financial Services Programs 2)</a>]"
Environmental Engineering Technician 1 (Seasonal),109129,Hourly,"Environmental Conservation, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109129"">Environmental Engineering Technician 1 (Seasonal)</a>]"
"Health Program Administrator, or Trainee - 22832",109130,18,"Health, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109130"">Health Program Administrator, or Trainee - 22832</a>]"
Office Assistant 1 (Seasonal),109133,Hourly,"Environmental Conservation, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109133"">Office Assistant 1 (Seasonal)</a>]"
"Associate in Instructional Services (Physical Education), Box P12-2197/65006",109134,26,"Education Department, State",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109134"">Associate in Instructional Services (Physical Education), Box P12-2197/65006</a>]"
Radio Dispatcher - Multiple Positions,109136,10,"Environmental Conservation, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109136"">Radio Dispatcher - Multiple Positions</a>]"
Employment Counselor (Hourly) - Schenectady,109138,Hourly,"Labor, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109138"">Employment Counselor (Hourly) - Schenectady</a>]"
Engineer Trainee/Assistant Engineer (Civil/Transportation),109140,18,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109140"">Engineer Trainee/Assistant Engineer (Civil/Transportation)</a>]"
Confidential Legal Assistant (working title: Paralegal),109142,NS,"Indigent Legal Services, Office of  ",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=109142"">Confidential Legal Assistant (working title: Paralegal)</a>]"
Office Assistant 2,109145,09,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109145"">Office Assistant 2</a>]"
"Trades Specialist, Electrician, Mohawk Valley Psychiatric Center, P23132",109146,12,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109146"">Trades Specialist, Electrician, Mohawk Valley Psychiatric Center, P23132</a>]"
Office Assistant 2  ,109147,09,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109147"">Office Assistant 2  </a>]"
Professional Engineer 1 (Civil/Transportation) ,109148,24,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109148"">Professional Engineer 1 (Civil/Transportation) </a>]"
Office Assistant 1,109149,06,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109149"">Office Assistant 1</a>]"
"Licensed Master Social Worker 2, Buffalo Psychiatric Center, Zoar Valley Clinic, P23133",109150,20,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109150"">Licensed Master Social Worker 2, Buffalo Psychiatric Center, Zoar Valley Clinic, P23133</a>]"
"Licensed Master Social Worker 2, Buffalo Psychiatric Center, P23134",109151,20,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109151"">Licensed Master Social Worker 2, Buffalo Psychiatric Center, P23134</a>]"
Engineering Technician Trainee/ Senior Engineering Technician,109152,13,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109152"">Engineering Technician Trainee/ Senior Engineering Technician</a>]"
Assistant Engineer (Env)/ Engineer Trainee,109153,NS,"Environmental Conservation, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109153"">Assistant Engineer (Env)/ Engineer Trainee</a>]"
Office Assistant 1 - Keyboarding,109154,06,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109154"">Office Assistant 1 - Keyboarding</a>]"
Social Work Assistant 3,109156,17,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109156"">Social Work Assistant 3</a>]"
"Nurse 3 Psychiatric, Rockland Psychiatric Center, P23135",109158,20,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109158"">Nurse 3 Psychiatric, Rockland Psychiatric Center, P23135</a>]"
Licensed Master Social Worker 1,109161,18,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109161"">Licensed Master Social Worker 1</a>]"
"Transportation Supervisor 1, Kingsboro Psychiatric Center, P23136",109162,11,"Mental Health, Office of",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109162"">Transportation Supervisor 1, Kingsboro Psychiatric Center, P23136</a>]"
Licensed Master Social Worker 1,109163,18,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109163"">Licensed Master Social Worker 1</a>]"
"Nurse 3 Psychiatric, Kingsboro Psychiatric Center, P23137",109164,20,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109164"">Nurse 3 Psychiatric, Kingsboro Psychiatric Center, P23137</a>]"
Assistant Engineer (Env)/ Engineer Trainee,109165,NS,"Environmental Conservation, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109165"">Assistant Engineer (Env)/ Engineer Trainee</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Upstate Satellite Unit, P23139",109168,20,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109168"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Upstate Satellite Unit, P23139</a>]"
Assistant Counsel (working title: Junior Appellate Attorney) ,109169,NS,"Indigent Legal Services, Office of  ",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=109169"">Assistant Counsel (working title: Junior Appellate Attorney) </a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Wende Satellite Unit, P23140",109170,20,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109170"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Wende Satellite Unit, P23140</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Albion Satellite Unit, P23149",109171,20,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109171"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Albion Satellite Unit, P23149</a>]"
"Licensed Psychologist, Central New York Psychiatric Center – Albion Satellite Units, P23141",109172,25,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109172"">Licensed Psychologist, Central New York Psychiatric Center – Albion Satellite Units, P23141</a>]"
"Licensed Psychologist, Central New York Psychiatric Center – Attica Satellite Units, P23142",109173,25,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109173"">Licensed Psychologist, Central New York Psychiatric Center – Attica Satellite Units, P23142</a>]"
"Licensed Psychologist, Central New York Psychiatric Center – Auburn Satellite Units, P23143",109174,25,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109174"">Licensed Psychologist, Central New York Psychiatric Center – Auburn Satellite Units, P23143</a>]"
Safety and Security Officer 1/Trainee  EOA#: 22-241,109175,NS,"People With Developmental Disabilities, Office for",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109175"">Safety and Security Officer 1/Trainee  EOA#: 22-241</a>]"
Laboratory Equipment Designer - 11310,109176,17,"Health, Department of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109176"">Laboratory Equipment Designer - 11310</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Auburn Satellite Unit, P23144",109177,20,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109177"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Auburn Satellite Unit, P23144</a>]"
"Health Facility Management Assistant, Bronx Psychiatric Center,P23145",109178,18,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109178"">Health Facility Management Assistant, Bronx Psychiatric Center,P23145</a>]"
Assistant Counsel (working title: Appellate Attorney) ,109179,NS,"Indigent Legal Services, Office of  ",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=109179"">Assistant Counsel (working title: Appellate Attorney) </a>]"
Program Aide - 12370,109181,13,"Health, Department of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109181"">Program Aide - 12370</a>]"
Administrative Assistant 1(Administrative Assistant Trainee) - 12631,109182,11,"Health, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109182"">Administrative Assistant 1(Administrative Assistant Trainee) - 12631</a>]"
Licensed Psychologist,109183,25,"Children & Family Services, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109183"">Licensed Psychologist</a>]"
Administrative Assistant 1(Administrative Assistant Trainee) - 12634,109184,11,"Health, Department of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109184"">Administrative Assistant 1(Administrative Assistant Trainee) - 12634</a>]"
Associate Psychologist,109185,23,"Children & Family Services, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109185"">Associate Psychologist</a>]"
Community Mental Health Nurse,109186,19,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109186"">Community Mental Health Nurse</a>]"
Psychologist 2,109187,23,"Children & Family Services, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109187"">Psychologist 2</a>]"
"Chief Data Officer, Ref #00027",109190,NS,"Information Technology Services, Office of",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109190"">Chief Data Officer, Ref #00027</a>]"
Project Coordinator (Hourly)- Albany,109191,NS,"Labor, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109191"">Project Coordinator (Hourly)- Albany</a>]"
Youth Counselor 1,109195,18,"Children & Family Services, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109195"">Youth Counselor 1</a>]"
Trades Generalist (Kingsboro Addiction Treatment Center),109196,12,"Addiction Services and Supports, Office of ",08/06/22,"[<a href=""vacancyDetailsView.cfm?id=109196"">Trades Generalist (Kingsboro Addiction Treatment Center)</a>]"
General Counsel,109199,667,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109199"">General Counsel</a>]"
Office Assistant 1 Keyboarding ,109200,06,"Corrections and Community Supervision, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109200"">Office Assistant 1 Keyboarding </a>]"
Licensed Master Social Worker 2 (St. Lawrence Addiction Treatment Center),109202,20,"Addiction Services and Supports, Office of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109202"">Licensed Master Social Worker 2 (St. Lawrence Addiction Treatment Center)</a>]"
"Associate in Continuing Education, Box ACS-2682/66208",109203,26,"Education Department, State",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=109203"">Associate in Continuing Education, Box ACS-2682/66208</a>]"
Building Inspector,109208,Hourly,"Parks, Recreation & Historic Preservation, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109208"">Building Inspector</a>]"
"Food Service Worker 2, Sagamore Children's Psychiatric Center, P23148",109209,09,"Mental Health, Office of",08/24/22,"[<a href=""vacancyDetailsView.cfm?id=109209"">Food Service Worker 2, Sagamore Children's Psychiatric Center, P23148</a>]"
Senior Employment Security Clerk (Hourly) - Albany,109210,NS,"Labor, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109210"">Senior Employment Security Clerk (Hourly) - Albany</a>]"
Equal Opportunity Specialist 1,109211,18,"Corrections and Community Supervision, Department of ",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=109211"">Equal Opportunity Specialist 1</a>]"
"Food Service Worker 2, Pilgrim Psychiatric Center, P23150",109212,09,"Mental Health, Office of",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109212"">Food Service Worker 2, Pilgrim Psychiatric Center, P23150</a>]"
Boiler Inspector - Binghamton,109215,14,"Labor, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109215"">Boiler Inspector - Binghamton</a>]"
Training Specialist 1/Trainee 1/Trainee 2,109217,18,"Transportation, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109217"">Training Specialist 1/Trainee 1/Trainee 2</a>]"
Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits,109221,18,"Civil Service, Department of ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109221"">Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits</a>]"
Office Aide,109222,Hourly,"Parks, Recreation & Historic Preservation, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109222"">Office Aide</a>]"
Boiler Inspector - Utica,109223,14,"Labor, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109223"">Boiler Inspector - Utica</a>]"
Addictions Counselor Assistant  (Dick Van Dyke Addiction Treatment Center),109226,11,"Addiction Services and Supports, Office of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109226"">Addictions Counselor Assistant  (Dick Van Dyke Addiction Treatment Center)</a>]"
Business Systems Analyst 1 (Business Systems Analyst Trainee 1) - Item #03752,109227,18,"State Comptroller, Office of the ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109227"">Business Systems Analyst 1 (Business Systems Analyst Trainee 1) - Item #03752</a>]"
"Body Repair Inspector, or Body Repair Inspector Trainee 1/2",109228,16,"Motor Vehicles, Department of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109228"">Body Repair Inspector, or Body Repair Inspector Trainee 1/2</a>]"
Veterinarian 2,109229,27,"Agriculture & Markets, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109229"">Veterinarian 2</a>]"
Research Scientist 5 (Computer Science),109231,31,"People With Developmental Disabilities, Office for",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109231"">Research Scientist 5 (Computer Science)</a>]"
Engineer Trainee/Assistant Engineer (Civil/Transportation),109233,18,"Transportation, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109233"">Engineer Trainee/Assistant Engineer (Civil/Transportation)</a>]"
Trades Generalist - Painter,109235,12,SUNY Brockport,08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109235"">Trades Generalist - Painter</a>]"
Vocational Rehabilitation Counselor,109237,19,"Children & Family Services, Office of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109237"">Vocational Rehabilitation Counselor</a>]"
Traffic Systems Technician 1/Trainee 1/Trainee 2 (Region 2),109238,14,"Transportation, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109238"">Traffic Systems Technician 1/Trainee 1/Trainee 2 (Region 2)</a>]"
Office Assistant 1 Keyboarding,109240,06,"Children & Family Services, Office of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109240"">Office Assistant 1 Keyboarding</a>]"
Office Assistant 2 Calculations (Region 2),109241,09,"Transportation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109241"">Office Assistant 2 Calculations (Region 2)</a>]"
"Teacher 2, 3, 4",109243,13,"Children & Family Services, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109243"">Teacher 2, 3, 4</a>]"
Teaching Assistant,109245,09,"Children & Family Services, Office of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109245"">Teaching Assistant</a>]"
"Assistant Attorney General, Claims Bureau – Contract Litigation Section Albany (CLA/CLS_ALB_AAG_3476)",109248,NS,"Attorney General, Office of the",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109248"">Assistant Attorney General, Claims Bureau – Contract Litigation Section Albany (CLA/CLS_ALB_AAG_3476)</a>]"
"Assistant Attorney General, Claims Bureau – Torts Section NYC (CLA/TS_NYC_AAG_3479)",109249,NS,"Attorney General, Office of the",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109249"">Assistant Attorney General, Claims Bureau – Torts Section NYC (CLA/TS_NYC_AAG_3479)</a>]"
Substitute Teacher,109250,NS,"Children & Family Services, Office of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109250"">Substitute Teacher</a>]"
Maintenance Assistant (Seasonal) - Multiple Positions,109252,Hourly,"Environmental Conservation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109252"">Maintenance Assistant (Seasonal) - Multiple Positions</a>]"
Thruway Maintenance Worker (Trainee),109253,NS,Thruway Authority,08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109253"">Thruway Maintenance Worker (Trainee)</a>]"
Contract Management Specialist 1/Trainee 1/2,109255,18,"Children & Family Services, Office of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109255"">Contract Management Specialist 1/Trainee 1/2</a>]"
Research Scientist 1 (Molecular Biology) - 14583  ,109258,18,"Health, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109258"">Research Scientist 1 (Molecular Biology) - 14583  </a>]"
"Public Information Specialist 2, Box OCE-1221/26213",109259,23,"Education Department, State",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=109259"">Public Information Specialist 2, Box OCE-1221/26213</a>]"
"Maintenance Assistant (Temporary/Hourly) – Four positions, Central Office;",109260,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109260"">Maintenance Assistant (Temporary/Hourly) – Four positions, Central Office;</a>]"
Trades Generalist (Temporary/Hourly) – Central Office;,109261,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109261"">Trades Generalist (Temporary/Hourly) – Central Office;</a>]"
"Maintenance Assistant (Temporary/Hourly) – Five Positions, Central Office;",109262,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109262"">Maintenance Assistant (Temporary/Hourly) – Five Positions, Central Office;</a>]"
