Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
"Rochester Psychiatric Center, Security Hospital Treatment Assistant (SHTA)– Direct Care Position, P23067",107764,14,"Mental Health, Office of",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=107764"">Rochester Psychiatric Center, Security Hospital Treatment Assistant (SHTA)– Direct Care Position, P23067</a>]"
Environmental Engineer I or Environmental Engineer II,107777,NS,Environmental Facilities Corporation,08/12/22,"[<a href=""vacancyDetailsView.cfm?id=107777"">Environmental Engineer I or Environmental Engineer II</a>]"
"Licensed Master Social Worker 1, Kingsboro Psychiatric Center, Part-Time, P23068",107791,18,"Mental Health, Office of",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=107791"">Licensed Master Social Worker 1, Kingsboro Psychiatric Center, Part-Time, P23068</a>]"
"Chief of Forensic Unit 1, Central New York Psychiatric Center, Upstate Satellite Unit, P23071",107796,662,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=107796"">Chief of Forensic Unit 1, Central New York Psychiatric Center, Upstate Satellite Unit, P23071</a>]"
Nurse 1 NYS Veterans Home at Montrose,107809,14,"Health, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107809"">Nurse 1 NYS Veterans Home at Montrose</a>]"
Health Care Surveyor 2 (Nursing) - Continuous Recruitment Downstate,107828,19,"Health, Department of ",08/30/22,"[<a href=""vacancyDetailsView.cfm?id=107828"">Health Care Surveyor 2 (Nursing) - Continuous Recruitment Downstate</a>]"
Hospital Nursing Service Consultant - Continuous Recruitment,107830,22,"Health, Department of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=107830"">Hospital Nursing Service Consultant - Continuous Recruitment</a>]"
Licensed Master Social Worker 2,107851,20,"Children & Family Services, Office of ",09/06/22,"[<a href=""vacancyDetailsView.cfm?id=107851"">Licensed Master Social Worker 2</a>]"
"Licensed Mental Health Counselor, St. Lawrence Psychiatric Center, Children and Youth, P23085",107863,19,"Mental Health, Office of",12/29/22,"[<a href=""vacancyDetailsView.cfm?id=107863"">Licensed Mental Health Counselor, St. Lawrence Psychiatric Center, Children and Youth, P23085</a>]"
"Licensed Mental Health Counselor, St. Lawrence Psychiatric Center, Messena, P23086",107866,19,"Mental Health, Office of",12/29/22,"[<a href=""vacancyDetailsView.cfm?id=107866"">Licensed Mental Health Counselor, St. Lawrence Psychiatric Center, Messena, P23086</a>]"
"Licensed Mental Health Counselor, South Beach Psychiatric Center, P23088",107870,19,"Mental Health, Office of",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=107870"">Licensed Mental Health Counselor, South Beach Psychiatric Center, P23088</a>]"
"Licensed Mental Health Counselor, Central New York Psychiatric Center, Statewide Satellite Units, P23089",107873,19,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=107873"">Licensed Mental Health Counselor, Central New York Psychiatric Center, Statewide Satellite Units, P23089</a>]"
RN2  Registered Nurse  RN 2  EOA# 21-031R night Orange County,107875,16,"People With Developmental Disabilities, Office for",01/03/23,"[<a href=""vacancyDetailsView.cfm?id=107875"">RN2  Registered Nurse  RN 2  EOA# 21-031R night Orange County</a>]"
"Licensed Mental Health Counselor, Buffalo Psychiatric Center, P23091",107877,19,"Mental Health, Office of",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=107877"">Licensed Mental Health Counselor, Buffalo Psychiatric Center, P23091</a>]"
"Licensed Mental Health Counselor, Mid-Hudson Forensic Psychiatric Center, P23092",107880,19,"Mental Health, Office of",08/16/22,"[<a href=""vacancyDetailsView.cfm?id=107880"">Licensed Mental Health Counselor, Mid-Hudson Forensic Psychiatric Center, P23092</a>]"
"Licensed Mental Health Counselor, Central New York Psychiatric Center, Gouverneur Satellite Unit, P23094",107887,19,"Mental Health, Office of",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=107887"">Licensed Mental Health Counselor, Central New York Psychiatric Center, Gouverneur Satellite Unit, P23094</a>]"
Financial Insurance Supervisor and Risk Specialist (Supervising Risk Management Specialist),107892,31,"Financial Services, Department of",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=107892"">Financial Insurance Supervisor and Risk Specialist (Supervising Risk Management Specialist)</a>]"
"Peer Specialist, Bronx Psychiatric Center, P23095",107902,09,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107902"">Peer Specialist, Bronx Psychiatric Center, P23095</a>]"
"Licensed Practical Nurse, Kingsboro Psychiatric Center, Mary Brooks TLR, P23097",107908,10,"Mental Health, Office of",08/30/22,"[<a href=""vacancyDetailsView.cfm?id=107908"">Licensed Practical Nurse, Kingsboro Psychiatric Center, Mary Brooks TLR, P23097</a>]"
Portfolio Operations Specialist (multiple positions),107929,NS,"Insurance Fund, State ",10/07/22,"[<a href=""vacancyDetailsView.cfm?id=107929"">Portfolio Operations Specialist (multiple positions)</a>]"
Licensed Practical Nurse (Hourly) - Russell E. Blaisdell Addiction Treatment Center),107931,NS,"Addiction Services and Supports, Office of ",03/31/23,"[<a href=""vacancyDetailsView.cfm?id=107931"">Licensed Practical Nurse (Hourly) - Russell E. Blaisdell Addiction Treatment Center)</a>]"
Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1),107936,06,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107936"">Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1)</a>]"
Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1),107938,06,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107938"">Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1)</a>]"
Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1),107940,06,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107940"">Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1)</a>]"
Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1),107942,06,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107942"">Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1)</a>]"
Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1),107944,06,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107944"">Highway Maintenance Worker 1 / Tr 2 / Tr 1 (Region 1)</a>]"
Service and Repair Mechanic Motor Equipment (Region 1-Rensselaer Co) ,107946,12,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107946"">Service and Repair Mechanic Motor Equipment (Region 1-Rensselaer Co) </a>]"
Service and Repair Mechanic Motor Equipment (Region 1-Schenectady Co. ) ,107948,12,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107948"">Service and Repair Mechanic Motor Equipment (Region 1-Schenectady Co. ) </a>]"
Service and Repair Mechanic Motor Equipment (Region 1-Washington Co.),107950,12,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107950"">Service and Repair Mechanic Motor Equipment (Region 1-Washington Co.)</a>]"
"Licensed Psychologist, Capital District Psychiatric Center, P23101",107961,25,"Mental Health, Office of",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=107961"">Licensed Psychologist, Capital District Psychiatric Center, P23101</a>]"
Director of Immigrant Workers Services - Albany,107967,663,"Labor, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=107967"">Director of Immigrant Workers Services - Albany</a>]"
"Health Information Management Administrator 1, Central New York Psychiatric Center, Wende Satellite Unit, P23103",107969,17,"Mental Health, Office of",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=107969"">Health Information Management Administrator 1, Central New York Psychiatric Center, Wende Satellite Unit, P23103</a>]"
Fire & Safety Representative,108012,18,"Children & Family Services, Office of ",08/23/22,"[<a href=""vacancyDetailsView.cfm?id=108012"">Fire &amp; Safety Representative</a>]"
"Licensed Practical Nurse - 30031, 30040, 3551, 30036, 30560, 30283, 30069",108055,10,"Health, Department of ",08/24/22,"[<a href=""vacancyDetailsView.cfm?id=108055"">Licensed Practical Nurse - 30031, 30040, 3551, 30036, 30560, 30283, 30069</a>]"
Cook,108091,11,"Corrections and Community Supervision, Department of ",08/30/22,"[<a href=""vacancyDetailsView.cfm?id=108091"">Cook</a>]"
Associate Psychologist ,108098,23,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108098"">Associate Psychologist </a>]"
Associate Psychologist ,108100,23,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108100"">Associate Psychologist </a>]"
Associate Psychologist ,108102,23,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108102"">Associate Psychologist </a>]"
Associate Psychologist ,108105,23,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108105"">Associate Psychologist </a>]"
Associate Psychologist ,108107,23,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108107"">Associate Psychologist </a>]"
Associate Psychologist ,108109,23,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108109"">Associate Psychologist </a>]"
Associate Psychologist ,108111,23,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108111"">Associate Psychologist </a>]"
"Vocational Rehabilitation Counselor Assistant, (Four Positions), Box ACS-2707/45452 (White Plains), ACS-2708/45175 (Brooklyn), ACS-2709/44451 (Bronx), ACS-2710/44051 (Kingston)",108121,13,"Education Department, State",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108121"">Vocational Rehabilitation Counselor Assistant, (Four Positions), Box ACS-2707/45452 (White Plains), ACS-2708/45175 (Brooklyn), ACS-2709/44451 (Bronx), ACS-2710/44051 (Kingston)</a>]"
"Manager, New Business Development",108140,NS,"Empire State Development, NYS ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=108140"">Manager, New Business Development</a>]"
Clinical Physician 2 - Broome,108142,36,"People With Developmental Disabilities, Office for",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=108142"">Clinical Physician 2 - Broome</a>]"
Senior Counsel/Assistant Counsel,108144,NS,Executive Chamber of New York State,08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108144"">Senior Counsel/Assistant Counsel</a>]"
"Assistant Counsel, Box OP-1498/21235",108146,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=108146"">Assistant Counsel, Box OP-1498/21235</a>]"
"Deputy Director, REDC, Mid-Hudson",108158,NS,"Empire State Development, NYS ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=108158"">Deputy Director, REDC, Mid-Hudson</a>]"
Youth Counselor 1,108162,18,"Children & Family Services, Office of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108162"">Youth Counselor 1</a>]"
"Administrative Assistant, NS - Ref 22-68",108164,NS,"Budget, Division of",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=108164"">Administrative Assistant, NS - Ref 22-68</a>]"
"E-Discovery Document Review Manager - Practice Technologies Group, NYC or Albany (DOA_PTG_NYC/ALB_6222)",108176,NS,"Attorney General, Office of the",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=108176"">E-Discovery Document Review Manager - Practice Technologies Group, NYC or Albany (DOA_PTG_NYC/ALB_6222)</a>]"
Assistant Research Scientist - 11935,108206,14,"Health, Department of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108206"">Assistant Research Scientist - 11935</a>]"
Research Scientist 4 (Clinical Genetics) - 14670,108210,27,"Health, Department of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=108210"">Research Scientist 4 (Clinical Genetics) - 14670</a>]"
Youth Support Assistant (Hourly),108217,NS,"Children & Family Services, Office of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=108217"">Youth Support Assistant (Hourly)</a>]"
"Vocational Rehabilitation Counselor, (2 Positions), Box ACS-2706/43038 (Albany), ACS-2705/31007 (Garden City)",108225,19,"Education Department, State",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108225"">Vocational Rehabilitation Counselor, (2 Positions), Box ACS-2706/43038 (Albany), ACS-2705/31007 (Garden City)</a>]"
Cook,108237,11,"Children & Family Services, Office of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=108237"">Cook</a>]"
Lifeguard,108239,Hourly,"People With Developmental Disabilities, Office for",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=108239"">Lifeguard</a>]"
Design Project Manager,108244,23,State University Construction Fund,09/30/22,"[<a href=""vacancyDetailsView.cfm?id=108244"">Design Project Manager</a>]"
"Investigative Specialist 1, Box OP-1523/21431",108248,18,"Education Department, State",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108248"">Investigative Specialist 1, Box OP-1523/21431</a>]"
"Project Assistant, Box OHE-914/51550",108252,NS,"Education Department, State",07/31/24,"[<a href=""vacancyDetailsView.cfm?id=108252"">Project Assistant, Box OHE-914/51550</a>]"
"Vocational Rehabilitation Counselor Assistant, Box ACS-2711/46450",108255,13,"Education Department, State",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108255"">Vocational Rehabilitation Counselor Assistant, Box ACS-2711/46450</a>]"
RN1  Registered Nurse 1  RN 1   EOA# 22-049R   Night,108270,14,"People With Developmental Disabilities, Office for",01/07/23,"[<a href=""vacancyDetailsView.cfm?id=108270"">RN1  Registered Nurse 1  RN 1   EOA# 22-049R   Night</a>]"
LPN  Licensed Practical Nurse   EOA# 22-238   Night,108273,10,"People With Developmental Disabilities, Office for",01/07/23,"[<a href=""vacancyDetailsView.cfm?id=108273"">LPN  Licensed Practical Nurse   EOA# 22-238   Night</a>]"
"Education Program Assistant 1, Education Trainee 1, Box OP-1504/01521",108277,14,"Education Department, State",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108277"">Education Program Assistant 1, Education Trainee 1, Box OP-1504/01521</a>]"
DDSCTA 1/Trainee (Developmental Disabilities Secure Care Treatment Aide),108301,11,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108301"">DDSCTA 1/Trainee (Developmental Disabilities Secure Care Treatment Aide)</a>]"
Direct Support Assistant,108303,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108303"">Direct Support Assistant</a>]"
Direct Support Assistant,108305,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108305"">Direct Support Assistant</a>]"
Direct Support Assistant,108307,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108307"">Direct Support Assistant</a>]"
Direct Support Assistant,108310,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108310"">Direct Support Assistant</a>]"
Direct Support Assistant,108312,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108312"">Direct Support Assistant</a>]"
Direct Support Assistant,108315,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108315"">Direct Support Assistant</a>]"
Direct Support Assistant,108317,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108317"">Direct Support Assistant</a>]"
Direct Support Assistant,108319,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108319"">Direct Support Assistant</a>]"
Direct Support Assistant,108322,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108322"">Direct Support Assistant</a>]"
Direct Support Assistant,108324,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108324"">Direct Support Assistant</a>]"
Cleaner ,108332,05,"Health, Department of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=108332"">Cleaner </a>]"
Licensed Practical Nurse,108335,10,"Health, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=108335"">Licensed Practical Nurse</a>]"
Nurse 2 - Batavia - Continuous,108337,04,"Health, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=108337"">Nurse 2 - Batavia - Continuous</a>]"
Food Service Worker 1 ,108340,05,"Health, Department of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=108340"">Food Service Worker 1 </a>]"
Direct Support Assistant,108345,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108345"">Direct Support Assistant</a>]"
Direct Support Assistant,108347,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108347"">Direct Support Assistant</a>]"
Direct Support Assistant,108349,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108349"">Direct Support Assistant</a>]"
Direct Support Assistant,108352,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108352"">Direct Support Assistant</a>]"
Direct Support Assistant,108354,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108354"">Direct Support Assistant</a>]"
Direct Support Assistant,108356,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108356"">Direct Support Assistant</a>]"
Direct Support Assistant,108359,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108359"">Direct Support Assistant</a>]"
Direct Support Assistant,108362,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108362"">Direct Support Assistant</a>]"
Direct Support Assistant,108364,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108364"">Direct Support Assistant</a>]"
Direct Support Assistant,108366,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108366"">Direct Support Assistant</a>]"
Direct Support Assistant,108368,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108368"">Direct Support Assistant</a>]"
Direct Support Assistant,108370,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108370"">Direct Support Assistant</a>]"
Direct Support Assistant,108372,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108372"">Direct Support Assistant</a>]"
Research Scientist 5 (Epidemiology) - 09504,108375,31,"Health, Department of ",08/14/22,"[<a href=""vacancyDetailsView.cfm?id=108375"">Research Scientist 5 (Epidemiology) - 09504</a>]"
Direct Support Assistant,108378,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108378"">Direct Support Assistant</a>]"
Direct Support Assistant,108380,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108380"">Direct Support Assistant</a>]"
Direct Support Assistant,108382,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108382"">Direct Support Assistant</a>]"
Direct Support Assistant,108384,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108384"">Direct Support Assistant</a>]"
Direct Support Assistant,108387,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108387"">Direct Support Assistant</a>]"
Direct Support Assistant,108389,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108389"">Direct Support Assistant</a>]"
Direct Support Assistant,108391,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108391"">Direct Support Assistant</a>]"
Direct Support Assistant,108393,09,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108393"">Direct Support Assistant</a>]"
Licensed Psychologist,108395,25,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108395"">Licensed Psychologist</a>]"
Licensed Psychologist,108397,25,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108397"">Licensed Psychologist</a>]"
Licensed Psychologist,108399,25,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108399"">Licensed Psychologist</a>]"
Licensed Psychologist,108401,25,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108401"">Licensed Psychologist</a>]"
Licensed Psychologist,108403,25,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108403"">Licensed Psychologist</a>]"
Licensed Psychologist,108405,25,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108405"">Licensed Psychologist</a>]"
Licensed Psychologist,108407,25,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108407"">Licensed Psychologist</a>]"
Psychologist 1/2,108410,21,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108410"">Psychologist 1/2</a>]"
Psychologist 1/2,108412,21,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108412"">Psychologist 1/2</a>]"
Psychologist 1/2,108415,21,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108415"">Psychologist 1/2</a>]"
Psychologist 1/2,108417,21,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108417"">Psychologist 1/2</a>]"
Psychologist 1/2,108419,21,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108419"">Psychologist 1/2</a>]"
Psychologist 1/2,108422,21,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108422"">Psychologist 1/2</a>]"
Psychologist 1/2,108424,21,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108424"">Psychologist 1/2</a>]"
"Application Developer/Analyst, IT (Ref#SJ006)",108430,NS,"Empire State Development, NYS ",08/14/22,"[<a href=""vacancyDetailsView.cfm?id=108430"">Application Developer/Analyst, IT (Ref#SJ006)</a>]"
Service and Repair Mechanic  (Motor Equipment),108436,12,"Corrections and Community Supervision, Department of ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108436"">Service and Repair Mechanic  (Motor Equipment)</a>]"
Administrative Assistant - PR,108441,NS,"Empire State Development, NYS ",08/14/22,"[<a href=""vacancyDetailsView.cfm?id=108441"">Administrative Assistant - PR</a>]"
"Director of Digital Equity, ConnectALL",108471,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108471"">Director of Digital Equity, ConnectALL</a>]"
"Vice President and Deputy Director I, MWBE Programs_NYC	                    ",108474,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108474"">Vice President and Deputy Director I, MWBE Programs_NYC	                    </a>]"
Licensed Practical Nurse ,108476,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108476"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108478,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108478"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108480,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108480"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108483,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108483"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108485,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108485"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse,108487,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108487"">Licensed Practical Nurse</a>]"
"Assistant Director, Life Sciences",108489,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108489"">Assistant Director, Life Sciences</a>]"
Licensed Practical Nurse ,108493,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108493"">Licensed Practical Nurse </a>]"
"Sr. Manager, Research, Strategy & Business Dev. _NYC",108498,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108498"">Sr. Manager, Research, Strategy &amp; Business Dev. _NYC</a>]"
Licensed Practical Nurse ,108506,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108506"">Licensed Practical Nurse </a>]"
"Health Information Management Technician 1, Buffalo Psychiatric Center, P23113",108508,13,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=108508"">Health Information Management Technician 1, Buffalo Psychiatric Center, P23113</a>]"
"Director of Programs, ConnectALL",108510,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108510"">Director of Programs, ConnectALL</a>]"
"Licensed Master Social Worker 2, Buffalo Psychiatric Center, Inpatient, P23115",108513,20,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108513"">Licensed Master Social Worker 2, Buffalo Psychiatric Center, Inpatient, P23115</a>]"
"Deputy Director, Workforce Development - NYC or Albany	",108517,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108517"">Deputy Director, Workforce Development - NYC or Albany	</a>]"
"Peer Specialist, Manhattan Psychiatric Center, P23118",108520,09,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108520"">Peer Specialist, Manhattan Psychiatric Center, P23118</a>]"
Virtual Currency Supervision Manager ,108523,31,"Financial Services, Department of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=108523"">Virtual Currency Supervision Manager </a>]"
Licensed Practical Nurse ,108527,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108527"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108529,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108529"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108532,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108532"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108534,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108534"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108536,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108536"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108538,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108538"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108540,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108540"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108543,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108543"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108545,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108545"">Licensed Practical Nurse </a>]"
